text_v2
я розчарована станом речей у нашій громаді | тут відчувається байдужість та відсутність єдності серед мешканців | сусіди майже не спілкуються один з одним
мене дратує байдужість місцевої влади до проблем громади | вони не прислухаються до думки громадян та не вживають належних заходів для покращення якості життя | крім того
усвідомлення власної мізерності і швидкоплинності життя на тлі неосяжного космосу іноді викликали напади екзистенційної тривоги | я відчував страх і самотність перед обличчям вічності0
інтриги і підкилимні ігри деяких суперників
різноманіття функцій і налаштувань збивали з пантелику
занадто швидкий темп розвитку технологій
незручності через обмеження в їжі
момент зняття брекетів і погляд на нову посмішку в дзеркалі став одним із найщасливіших у житті | це була винагорода за терпіння
дорожнеча ортодонтичних послуг і матеріалів лягала тягарем на сімейний бюджет | інколи виникали сумніви
овації і крики браво після вистави
нудьга і бажання позіхати під час довгих монологів чи арій стримувати було вкрай важко | хотілось втекти і подивитись щось динамічніше і простіше0
культурний шок від незвичної поведінки місцевих
різниця в бюджетах і пріоритетах щодо витрат на розваги
спостереження за циклами життя в природі як зерно проростає і дає плід
втрата домашнього улюбленця і ритуал його поховання зблизили мене з братомсестрою | ми разом горювали
спроби поговорити з батьками про смерть натикались на уникання і зміну теми | їхні очевидні страх і розгубленість лише поглиблювали мою тривогу і самотність0
карантинні обмеження змусили проявити креативність організувати святкування онлайн | ми з друзями влаштували костюмовану вечірку в zoom
неможливість запросити гостей через карантинні обмеження викликала конфлікт з рідними | вони наполягали на сімейному святі
упереджене ставлення до представників деяких знаків зодіаку
страх мимоволі образити друга недоречним словом чи жестом
робота плічопліч з професіоналами найвищого класу
усвідомлення складності і тонкощів людського організму
розуміння важливості кожного етапу операції від стерилізації інструментів до накладання швів змусило мене поважати всіх членів медичної команди | від їхньої роботи залежать життя1
курйозні ситуації і добродушні жарти друзів щодо мого нового образу допомогли подивитись на цю подію з гумором | разом ми придумали нові імена
власне відображення в дзеркалі викликало майже фізичний біль і відразу | ніби там була не я
постійна тривога за життя і здоровя цієї людини
виступ на сцені перед великою аудиторією
перші успіхи на обраному всупереч очікуванням шляху принесли солодке відчуття перемоги і самореалізації | немає більшої нагороди
страх захворіти самому або втратити близьких через пандемію
підкреслена веселість і награність емоцій клоунів на контрасті з прихованими за гримом втомленими очима лякали | ніби якась невидима сила примушує їх витанцьовувати і смішити
деякі запитання тестів здавались двозначними
кумедні ситуації непорозуміння і здивування через кулінарні відмінності зблизили нас і стали приводом для жартів | тепер у нас є своя фішка
радикальні розбіжності у ставленні до певних продуктів чи страв іноді провокували напруження і суперечки | важко стриматись від коментарів
постійна необхідність вигадувати страви нейтральної території під час спільного харчування втомлювала і обмежувала | інколи хотілось просто замовити улюблену піцу
кпини і саркастичні коментарі людини з приводу моїх дивних смаків та відраз ображали | ніби вона вважала мене нерозвиненим дикуном
побоювання ненароком додати заборонений інгредієнт у страву і викликати в людини реакцію відрази чи алергії створювало постійне напруження | я почувався немов сапер на кухні
емоційний відгук і підтримка членів групи іноді здавались трохи награними
залежність успіху спільної справи від сумлінності й пунктуальності кожного породжувала тривогу і бажання все контролювати | довіряти і делегувати виявилось складним мистецтвом0
магія раптових спалахів у нічному небі
усвідомлення мізерності людини і землі порівняно з неосяжними космічними масштабами навіяло відчуття благоговіння і смирення | всі наші негаразди лише порошинки перед величчю мовчазної безодні1
вдячність за можливість бути свідком цього дивовижного явища
можливість побачити свої стосунки та особистість коханої людинидруга під іншим кутом
в якийсь момент я зловивла себе на нездоровому порівнянні а що зробивла в житті я в порівнянні з цією великою душею | всі мої досягнення і біди видались раптом такими дрібязковими на цьому тлі0
почуття неймовірного задоволення і гордості
гіркота від необхідності зрештою визнати поразку і звернутись по допомогу до фахівця | ніби це знецінювало всі твої зусилля
відчуття розчинення у вічності і безмежності всесвіту
гостре усвідомлення власної крихітності і тлінності на тлі незбагненного всесвіту | в масштабах космосу твоє існування спалах свічки | і від цього інколи стає моторошно і сумно0
відчуття спорідненості з партнерами по сцені
розчарування від небажання сусідів іти на контакт
обурення і гнів через відверте хамство
гордість і вдячність до предків
сум від усвідомлення скороминущості і тлінності людських діянь | колись ця памятка теж перетвориться на руїни
розчарування від відсутності яскравих особистостей чи досягнень в своєму генеалогічному дереві | ніби всі твої пращури пересічні
натхнення творчо переосмислити пережите дежавю описати в щоденнику
відчуття марності спроб зрозуміти чи пояснити природу дежавю | скільки не сушиш голову однаково виходить якась маячня | чи не краще просто змиритись із загадковістю буття0
азарт і захват від інтелектуального виклику
згуртування і порозуміння з партнерами по грі
стрес і напруження від усвідомлення цейтноту
прикрість від відсутності очікуваної ейфорії після перемоги над страхом | ти ніби очікувавла сплеску неймовірних емоцій і звільнення
можливість побачити світ без прикрас і туристичних кліше
розуміння справжніх масштабів людського болю і потреб
відчуття безпорадності й мізерності допомоги на тлі колосальних масштабів руйнувань і страждань | усі зусилля видаються краплиною в морі
нагода зрозуміти і прийняти свої щирі почуття до людини без масок і недомовок | інколи лише перед обличчям втрати ми наважуємось сказати найважливіші слова і відпустити образи1
парадоксальне відчуття свободи і сили ти пережив свій найбільший страх
параліч від згадки про пережите
чудовий ресторан | їжа була неймовірно смачна
це мій улюблений ресторан у місті | атмосфера затишна та романтична
я в захваті від цього ресторану | широкий вибір страв на будьякий смак
відвідали цей ресторан з друзями і залишилися дуже задоволені | кухня автентична
це місце справжня знахідка | затишний інтерєр
жахливий досвід | їжа була холодна та несмачна
розчарований відвідуванням цього ресторану | інтерєр застарілий та брудний
це був чудовий досвід | готель розташований в центрі міста
цей готель перевершив всі мої очікування | номер був просто розкішний
я в захваті від цього готелю | розташування ідеальне пляж всього за кілька кроків | номери чисті та комфортні
ніколи більше не зупинюся в цьому готелі | wifi не працював
я завжди обираю цю авіакомпанію для своїх подорожей | вони завжди вчасно
я в захваті від цієї авіакомпанії | вони пропонують зручні стикування та великий вибір напрямків | літаки чисті та сучасні
жахливий досвід з цією авіакомпанією | рейс затримали на кілька годин без жодних пояснень | персонал був неввічливий та незацікавлений в допомозі пасажирам | крісла незручні
позитивні відгуки про магазин електроніки
цей магазин рай для любителів електроніки | широкий асортимент товарів на будьякий смак та гаманець | персонал дуже обізнаний та завжди готовий допомогти з вибором | ціни також приємно дивують1
чудовий досвід покупки в цьому магазині | замовлення оформили швидко
я постійний клієнт цього магазину | вони завжди пропонують найновіші моделі електроніки за найкращими цінами | особливо подобається їх програма лояльності та знижки для постійних клієнтів1
купував у цьому магазині ноутбук і залишився дуже задоволений | менеджер допоміг підібрати оптимальну модель під мої потреби та бюджет | ноутбук працює відмінно
негативні відгуки про магазин електроніки
це просто жах | персонал магазину грубий та некомпетентний | хотіла купити планшет
ніколи не купуйте в цьому магазині | вони продають відновлену техніку під виглядом нової | мій ноутбук почав глючити через місяць використання
я дуже задоволений послугами цього провайдера | вони пропонують різні тарифні плани під потреби кожного клієнта | ціни прийнятні
я користуюся послугами цього провайдера вже кілька років і жодного разу не пошкодував про свій вибір | інтернет працює стабільно
жахливий інтернетпровайдер | швидкість інтернету набагато нижча за обіцяну
ніколи не користуйтеся послугами цього інтернетпровайдера | вони навязують додаткові послуги та обладнання
позитивні відгуки про службу доставки
негативні відгуки про службу доставки
розчарований сервісом цієї компанії | замовлений товар був в жахливому стані брудний та пошкоджений | а служба підтримки відмовилася визнавати їх вину та компенсувати збитки0
ніколи більше не замовлятиму в цій службі доставки | товар відправили з величезною затримкою
позитивні відгуки про салон краси
я в захваті від цього салону краси | вони використовують тільки високоякісні продукти та обладнання | процедури завжди проходять комфортно
цей салон краси мій улюблений | персонал дуже привітний та уважний до потреб клієнтів | вони завжди готові дати професійну пораду щодо догляду за волоссям та шкірою1
відвідування цього салону краси це завжди задоволення | зручне розташування
я постійний клієнт цього салону краси і завжди залишаюся задоволеною результатом | майстри дуже талановиті та креативні
негативні відгуки про салон краси
не раджу цей салон краси | персонал неуважний та грубий
розчарована роботою цього салону краси | під час фарбування волосся мені завдали хімічного опіку шкіри голови | а персонал навіть не вибачився та не запропонував компенсацію0
цей фітнесцентр найкращий у місті | широкий вибір тренажерів та обладнання на будьякий смак | персонал дуже привітний та завжди готовий допомогти з тренуваннями1
я обожнюю цей фітнесцентр | групові заняття завжди цікаві та ефективні
відмінний фітнесцентр з чудовим сервісом | чисті та просторі роздягальні
це мій улюблений фітнесцентр | тренажерний зал обладнаний найсучаснішими машинами
я дуже задоволена своїм членством в цьому фітнесцентрі | вони пропонують різноманітні класи від йоги до кікбоксингу | а ще є сауна та масажний кабінет для релаксації після тренувань1
розчарована цим фітнесцентром | вони обіцяли персональні тренування та план харчування
ніколи більше не прийду до цього фітнесцентру | під час занять отримала травму через несправне обладнання
ці курси перевершили всі мої очікування | відеолекції високої якості
я дуже задоволена навчанням на цих онлайнкурсах | вони допомогли мені підвищити кваліфікацію та отримати сертифікат
розчарований цими онлайнкурсами | матеріал поверхневий та застарілий
ніколи більше не куплю курси в цій онлайншколі | вони обіцяли персональний менторський супровід
позитивні відгуки про сервіс з доставки їжі
я постійно користуюсь цим сервісом і жодного разу не була розчарована | зручний додаток для замовлення
я в захваті від цього сервісу | вони співпрацюють тільки з найкращими ресторанами міста | доставка блискавична
негативні відгуки про сервіс з доставки їжі
жахливий сервіс доставки | замовлення привезли через дві години після обіцяного часу
розчарована цим сервісом | двічі поспіль привозили зовсім не ті страви
позитивні відгуки про послуги клінінгової компанії
я в захваті від послуг цієї клінінгової компанії | вони використовують високоякісні екозасоби та професійне обладнання | результат завжди перевершує очікування
ця клінінгова компанія справжня знахідка | зручне онлайнбронювання
я постійний клієнт цієї клінінгової компанії і завжди задоволений результатом | клінери ввічливі
негативні відгуки про послуги клінінгової компанії
не раджу цю клінінгову компанію | ціни завищені
розчарована послугами цієї компанії | замовила генеральне прибирання
ніколи більше не скористаюсь послугами цієї клінінгової компанії | клінери користувалися моїми особистими речами
позитивні відгуки про роботу інтернетмагазину
чудовий досвід покупок в цьому інтернетмагазині | зручна навігація по сайту
цей інтернетмагазин справжня знахідка | часті знижки
я постійний клієнт цього інтернетмагазину і жодного разу не був розчарований | швидка обробка замовлень
цей інтернетмагазин мій надійний партнер у покупках | authentic продукція
негативні відгуки про роботу інтернетмагазину
розчарована роботою цього інтернетмагазину | замовлення скасували без жодних пояснень
ніколи більше не замовлятиму в цьому інтернетмагазині | доставили зовсім не той товар
позитивні відгуки про роботу страхової компанії
я дуже задоволений послугами цієї страхової компанії | оформлення договору швидке та зрозуміле
ця страхова компанія мій надійний партнер | вигідні тарифи
раджу всім цю страхову компанію | прозорі умови договорів
я повністю задоволена роботою цієї страхової компанії | допомогли підібрати оптимальний страховий пакет
негативні відгуки про роботу страхової компанії
розчарований роботою цієї страхової компанії | декілька разів намагався дозвонитися до них безрезультатно | на email відповідають із запізненням | а отримати належну виплату це суцільне випробування для нервів0
ніколи не звертайтеся до цієї страхової компанії | вони знайдуть безліч причин
позитивні відгуки про навчання в автошколі
чудова автошкола з професійними інструкторами | теоретичні заняття цікаві та інформативні
рекомендую цю автошколу всім своїм друзям та знайомим | викладачі справжні експерти з багаторічним досвідом | практичні заняття проходять на спеціальних майданчиках та в реальних міських умовах | відчуваю себе повністю готовою до самостійного водіння1
я в захваті від цієї автошколи | індивідуальний підхід до кожного учня
негативні відгуки про навчання в автошколі
не раджу цю автошколу | інструктори грубі та неуважні
позитивні відгуки про роботу туристичної агенції
я в захваті від роботи цієї туристичної агенції | швидкий підбір туру
рекомендую всім цю туристичну агенцію | широкий вибір напрямків
я постійний клієнт цієї туристичної агенції і завжди задоволений їхніми послугами | оперативна обробка заявок
негативні відгуки про роботу туристичної агенції
жахлива туристична агенція | замість обіцяного 5зіркового готелю поселили в брудний хостел | екскурсійна програма нудна та недопрацьована
розчарована роботою цієї туристичної агенції | менеджери неуважні та некомпетентні
позитивні відгуки про заняття в танцювальній студії
я в захваті від занять в цій танцювальній студії | зручне розташування
раджу всім цю танцювальну студію | сучасні зали з дзеркалами
я дуже задоволена заняттями в цій танцювальній студії | індивідуальний підхід
негативні відгуки про заняття в танцювальній студії
позитивні відгуки про роботу ветеринарної клініки
я в захваті від роботи цієї ветеринарної клініки | сучасне обладнання
рекомендую всім цю ветеринарну клініку | привітний персонал
я постійний клієнт цієї ветеринарної клініки і завжди задоволений їхніми послугами | оперативна діагностика
негативні відгуки про роботу ветеринарної клініки
жахлива ветеринарна клініка | лікарі некомпетентні та байдужі до тварин | після їхнього лікування стан мого собаки тільки погіршився | довелося терміново шукати іншу клініку | не раджу нікому0
позитивні відгуки про послуги весільного агентства
це весільне агентство знахідка для молодят | прозорі умови співпраці
негативні відгуки про послуги весільного агентства
розчаровані роботою цього весільного агентства | вони ігнорували наші побажання та навязували свої ідеї | в результаті весілля в чужому стилі
позитивні відгуки про послуги кейтерингової компанії
ми в захваті від роботи цієї кейтерингової компанії | вони врахували всі наші побажання щодо меню та створили справжній кулінарний шедевр | а декор та сервіровка столів просто розкішні | тепер тільки до них1
раджу всім цю кейтерингову компанію | широкий вибір страв на будьякий смак
ця кейтерингова компанія знахідка для будьякого заходу | адекватні ціни
негативні відгуки про послуги кейтерингової компанії
жахлива кейтерингова компанія | вони зіпсували наш захід своєю непрофесійністю | страви були холодними та несмачними
обходьте стороною цю кейтерингову компанію | вони ледь не зірвали наше корпоративне свято | страви прибули холодними та несмачними
позитивні відгуки про роботу муніципальних служб
наша міська влада молодці | вони оперативно відреагували на звернення мешканців щодо ремонту дороги | буквально за тиждень всі роботи були виконані якісно та в повному обсязі | тепер їздити одне задоволення1
я в захваті від роботи нашої муніципальної служби озеленення | вони перетворили наш район на справжній зелений оазис | нові дерева
раджу всім відвідати наш муніципальний центр надання адміністративних послуг | зручний графік роботи
хочу подякувати нашій муніципальній службі соціального захисту за небайдужість та підтримку | вони не тільки призначили необхідну допомогу
негативні відгуки про роботу муніципальних служб
позитивні відгуки про роботу служби таксі
я в захваті від сервісу цієї служби таксі | водії професіонали своєї справи
ця служба таксі мій надійний партнер у поїздках містом | чисті та доглянуті авто
негативні відгуки про роботу служби таксі
розчарований роботою цієї служби таксі | водій не знав міста
обходьте стороною цю службу таксі | водій був напідпитку
позитивні відгуки про послуги весільного фотографа
ми в захваті від роботи цього весільного фотографа | він вловив саму суть нашої пари та відобразив її в фотографіях | а ще приємно здивував швидкістю обробки фото та якістю альбому | тепер будемо звертатися тільки до нього1
раджу всім цього весільного фотографа | пунктуальний
негативні відгуки про послуги весільного фотографа
не раджу цього весільного фотографа | він був неуважним та нетактовним
розчаровані роботою цього весільного фотографа | він не вловив атмосферу нашого свята
позитивні відгуки про послуги ріелтора
я в захваті від роботи цього ріелтора | він врахував усі мої побажання та підібрав ідеальний варіант в рекордно короткі терміни | а ще приємно вразив своєю чесністю та прозорістю в питаннях ціноутворення1
раджу всім цього ріелтора | завдяки йому
хочу подякувати цьому ріелтору за його роботу | він не тільки підібрав ідеальний будинок для нашої родини
негативні відгуки про послуги ріелтора
жахливий ріелтор | він був неуважним до наших вимог та постійно пропонував неактуальні варіанти | а коли знайшли житло самостійно зажадав комісію за його працю | безвідповідальність та непрофесіоналізм0
не раджу звязуватися з цим ріелтором | він приховав важливу інформацію про проблеми з документами на квартиру
розчарована роботою цього ріелтора | він обіцяв ексклюзивні варіанти та вигідні ціни
позитивні відгуки про роботу автосервісу
цей автосервіс найкращий в місті | майстри професіонали своєї справи
я в захваті від роботи цього автосервісу | вони не тільки швидко та якісно полагодили мою машину
раджу всім цей автосервіс | сучасне обладнання
хочу подякувати майстрам цього автосервісу за їхню роботу | вони не тільки полагодили мій старенький автомобіль
негативні відгуки про роботу автосервісу
жахливий автосервіс | вони взяли мою машину на ремонт та обіцяли повернути за два дні | минув тиждень а про авто ні слуху
не раджу цей автосервіс | вони нахабно завищують ціни та виставляють рахунки за неіснуючі послуги | а якість ремонту жахлива | довелося переробляти в іншому сервісі та витрачати купу грошей | шарлатани0
обходьте стороною цей автосервіс | вони пошкодили мою машину під час ремонту та відмовилися компенсувати збитки | а потім зясувалося
позитивні відгуки про послуги весільного салону
цей весільний салон справжня знахідка для наречених | неймовірно широкий вибір суконь на будьякий смак та фігуру | консультанти привітні
я в захваті від роботи цього весільного салону | вони не тільки підібрали мені розкішну сукню
раджу всім відвідати цей весільний салон | якісні тканини
негативні відгуки про послуги весільного салону
не раджу цей весільний салон | вони обіцяли ексклюзивну сукню
розчарована роботою цього весільного салону | вони зіпсували мою сукню під час підгонки та відмовилися визнавати свою провину | довелося додатково витрачати гроші на ремонт та корекцію в іншому ательє | жахливий сервіс0
позитивні відгуки про роботу іткомпанії
я в захваті від співпраці з цією іткомпанією | вони не тільки розробили унікальне програмне забезпечення для нашої фірми
раджу всім звернутися до цієї іткомпанії | вони пропонують комплексні рішення для бізнесу будьякого масштабу | гнучкі ціни
ця іткомпанія стала нашим надійним партнером | завдяки їхнім розробкам
негативні відгуки про роботу іткомпанії
жахлива іткомпанія | вони зірвали всі терміни проекту та виставили рахунок
не раджу співпрацювати з цією іткомпанією | вони розробили для нас програмне забезпечення
розчарований роботою цієї іткомпанії | вони обіцяли ексклюзивний дизайн сайту та оптимізацію під пошукові системи | в результаті шаблонна сторінка з купою недопрацювань | на зауваження реагують неохоче та грубо0
позитивні відгуки про послуги стоматологічної клініки
раджу всім відвідати цю стоматологічну клініку | безболісне лікування
ця стоматологічна клініка знахідка для всієї родини | вони приймають пацієнтів будьякого віку та мають окремий підхід до дітей | мої малюки в захваті від їхніх подарунків та ігрової кімнати | тепер відвідування стоматолога це радість1
хочу подякувати лікарям цієї стоматологічної клініки за їхню роботу | вони поставили мені складні імпланти та відновили зруйновані зуби | весь процес пройшов легко та безболісно
негативні відгуки про послуги стоматологічної клініки
розчарований роботою цієї стоматологічної клініки | вони навязують непотрібні процедури та маніпуляції
обходьте стороною цю стоматологічну клініку | вони зіпсували мені зуби неправильним лікуванням та відмовилися визнавати свою провину | довелося витратити купу грошей на виправлення їхніх помилок в іншій клініці | безвідповідальність та непрофесіоналізм0
позитивні відгуки про роботу будівельної компанії
ця будівельна компанія справжні професіонали своєї справи | вони втілили в життя проект нашого будинку мрії | якісні матеріали
я в захваті від співпраці з цією будівельною компанією | вони не тільки побудували наш офіс
ця будівельна компанія надійний партнер для бізнесу | вони реконструювали наш завод у рекордно короткі терміни та без жодних порушень технологій | завдяки їм
негативні відгуки про роботу будівельної компанії
жахлива будівельна компанія | вони затягнули терміни здачі обʼєкту на півроку та постійно вимагали додаткових коштів | якість робіт низька
не раджу звязуватися з цією будівельною компанією | вони використовують нелегальних робітників без належної кваліфікації | техніка безпеки на обєкті відсутня
розчарований роботою цієї будівельної компанії | замість якісних матеріалів використовували дешеві підробки | через це довелося міняти покрівлю та вікна вже через рік після здачі обєкту | на претензії реагують неохоче та грубо0
позитивні відгуки про роботу кадрової агенції
я в захваті від співпраці з цією кадровою агенцією | вони не тільки знайшли мені роботу мрії
раджу всім роботодавцям звернутися до цієї кадрової агенції | вони мають велику базу перевірених кандидатів та завжди пропонують найкращі варіанти | а ще вони надають гарантію на свої послуги та заміну працівника у разі потреби1
ця кадрова агенція надійний партнер у пошуку персоналу | вони врахували всі наші вимоги та побажання
хочу подякувати рекрутерам цієї кадрової агенції за їхню роботу | вони не тільки знайшли мені цікаву вакансію
негативні відгуки про роботу кадрової агенції
жахлива кадрова агенція | вони підсунули нам некомпетентних та безвідповідальних працівників
розчарований роботою цієї кадрової агенції | вони переплутали мої документи з іншим кандидатом
позитивні відгуки про роботу центру дитячого розвитку
цей центр дитячого розвитку найкращий у місті | кваліфіковані педагоги
раджу всім батькам віддати своїх дітей до цього центру розвитку | сучасні методики навчання
цей центр дитячого розвитку став другою домівкою для нашого сина | він із задоволенням відвідує всі заняття
негативні відгуки про роботу центру дитячого розвитку
позитивні відгуки про роботу спортивного клубу
цей спортивний клуб найкращий у місті | сучасні тренажери
я в захваті від атмосфери та сервісу в цьому спортивному клубі | привітний персонал
раджу всім придбати абонемент у цей спортивний клуб | різноманітність групових занять вражає від йоги до бойових мистецтв | а ціни цілком прийнятні
